"id_objet","classement_objet","nom_objet","description","texte_creation","texte_decouverte","texte_ventes","texte_conservation","description_en","texte_creation_en","texte_decouverte_en","texte_ventes_en","texte_conservation_en","auteur_objet","type_objet","categorie_picto","type_vase","matiere_filtre","dim_cm","echelle_cm","lieu_creation_nom","lieu_creation_pays","lieu_creation_lat","lieu_creation_long","lieu_creation_type","date_creation_string","date_creation_debut","date_creation_fin","lieu_decouverte_nom","lieu_decouverte_lat","lieu_decouverte_long","lieu_decouverte_type","lieu_decouverte_pays","lieu_decouverte_certitude","date_decouverte_string","date_decouverte_debut","date_decouverte_fin","conservation_nom","conservation_date_entree","conservation_ville","conservation_id","conservation_pays","lieu_conservation_lat","lieu_conservation_long","conservation_type","URL_objet_AGORHA","image_exists"
"140176","2","Figurine en terre cuite : acteur comique ?",,,,,,,,,,,,"sculpture","sculpture",,"terre cuite",,,,,,,,,,,,,,,,"incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003140176","0"
"136952","2","Figurine en terre cuite - 1",,,,,,,,,,,,"sculpture","sculpture",,"terre cuite",,,,,,,,,,,,,,,,"incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003136952","0"
"136732","2","Figurine en terre cuite -1",,,,,,,,,,,,"sculpture","sculpture",,"terre cuite",,,,,,,,,,,,,,,,"incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003136732","0"
"140770","2","Figurine en terre cuite -2",,,,,,,,,,,,"sculpture","sculpture",,"terre cuite",,,,,,,,,,,,,,,,"incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003140770","0"
"140771","2","Figurine en terre cuite -3",,,,,,,,,,,,"sculpture","sculpture",,"terre cuite",,,,,,,,,,,,,,,,"incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003140771","0"
"140772","2","Figurine en terre cuite -4",,,,,,,,,,,,"sculpture","sculpture",,"terre cuite",,,,,,,,,,,,,,,,"incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003140772","0"
"136733","2","Figurine en terre cuite -5",,,,,,,,,,,,"sculpture","sculpture",,"terre cuite",,,,,,,,,,,,,,,,"incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003136733","0"
"140773","2","Figurine en terre cuite -6",,,,,,,,,,,,"sculpture","sculpture",,"terre cuite",,,,,,,,,,,,,,,,"incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003140773","0"
"140774","2","Figurine en terre cuite -7",,,,,,,,,,,,"sculpture","sculpture",,"terre cuite",,,,,,,,,,,,,,,,"incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003140774","0"
"136735","2","Figurine - 1",,,,,,,,,,,,"sculpture","sculpture",,"terre cuite",,,,,,,,,,,,,,,,"incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003136735","0"
"140779","2","Figurine - 2",,,,,,,,,,,,"sculpture","sculpture",,"terre cuite",,,,,,,,,,,,,,,,"incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003140779","0"
"140780","2","Figurine - 3",,,,,,,,,,,,"sculpture","sculpture",,"terre cuite",,,,,,,,,,,,,,,,"incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003140780","0"
"140787","2","Héraclès",,,,,,,,,,,,"sculpture","sculpture",,"métal",,,,,,,,,,,,,,,,"incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003140787","0"
"137294","2","Hermès portant des fruits dans les plis de son vêtement",,,,,,,,,,,,"sculpture","sculpture",,"terre cuite",,,,,,,,,,,,,,,,"incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003137294","0"
"137229","2","Jeune homme et jeune fille tenant une oie",,,,,,,,,,,,"sculpture","sculpture",,"terre cuite",,,,,,,,,,,,,,,,"incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003137229","0"
"136261","2","Statuette de personnage féminin assis (Héra ?)",,,,,,,,,,,,"sculpture","sculpture",,"terre cuite","23,5","23,5","Paestum","Italie","40.42064875","15.00532475","ville","4e siècle avant J.C.",,,"Paestum","40.42064875","15.00532475","ville","Italie","incertain",,,,"Musée des Antiquités","1839","Rouen",,"France","49.44707","1.099298","batiment","http://agorha.inha.fr/inhaprod/ark:/54721/003136261","1"
"136293","2","Tirelire ornée d'une Fortune",,,,,,,,,,,,"sculpture","sculpture",,"terre cuite",,,,,,,,,,,,,,,,"incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003136293","0"
"140788","2","Aiguière",,,,,,,,,,,,"vase","vase","Aiguière","métal",,,,,,,,,,,,,,,,"incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003140788","0"
"136622","2","Amphore à col attique à figures noires",,,,,,,,,,,,"vase","vase","Amphore","terre cuite","42","42","Attique","Grèce","38.0519988333","23.8189911","région","4e quart du 6e siècle avant J.C.",,,"Vulci","42.4192224","11.6286618333","ville","Italie","incertain",,,,"Musée des Beaux-Arts","1842","Dijon",,"France","47.321439","5.042397","batiment","http://agorha.inha.fr/inhaprod/ark:/54721/003136622","1"
"140414","2","Amphore à figures noires",,,,,,,,,,,,"vase","vase","Amphore","terre cuite",,,,,,,,"2e moitié du 6e siècle avant J.C.",,,"Vulci","42.4192224","11.6286618333","ville","Italie","incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003140414","0"
"137234","2","Amphore à figures noires avec concours musicaux",,,,,,,,,,,,"vase","vase","Amphore","terre cuite",,,"Attique","Grèce","38.0519988333","23.8189911","région","2e moitié du 6e siècle avant J.C.",,,"Nola","40.926823","14.524545","ville","Italie","incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003137234","0"
"137043","2","Amphore à figures noires avec gigantomachie et trois guerriers",,,,,,,,,,,,"vase","vase","Amphore","terre cuite",,,"Attique","Grèce","38.0519988333","23.8189911","région","2e moitié du 6e siècle avant J.C.",,,"Vulci","42.4192224","11.6286618333","ville","Italie","incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003137043","0"
"137604","2","Amphore à figures noires avec Héraclès, Athéna et Hermès",,,,,,,,,,,,"vase","vase","Amphore","terre cuite",,,"Attique","Grèce","38.0519988333","23.8189911","région","2e moitié du 6e siècle avant J.C.",,,"Vulci","42.4192224","11.6286618333","ville","Italie","incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003137604","0"
"136641","2","Amphore à figures rouges : offrandes à la tombe",,,,,,,,,,,,"vase","vase","Amphore","terre cuite",,,"Italie méridionale","Italie","39.5232397778","16.71231","région","4e siècle avant J.C.",,,"Basilicate","40.478497","16.127751","région","Italie","incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003136641","0"
"137064","2","Amphore à figures rouges avec scène à la tombe",,,,,,,,,,,,"vase","vase","Amphore","terre cuite",,,"Italie méridionale","Italie","39.5232397778","16.71231","région","4e siècle avant J.C.",,,"Basilicate","40.478497","16.127751","région","Italie","incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003137064","0"
"140606","2","Amphore à figures rouges avec un éphèbe et un tibicine",,,,,,,,,,,,"vase","vase","Amphore","terre cuite",,,"Attique","Grèce","38.0519988333","23.8189911","région","5e siècle avant J.C.",,,"Nola","40.926823","14.524545","ville","Italie","incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003140606","0"
"136601","2","Amphore attique à figures noires",,,,,,,,,,,,"vase","vase","Amphore","terre cuite","40","40","Attique","Grèce","38.0519988333","23.8189911","région","2e moitié du 6e siècle avant J.C.",,,"Vulci","42.4192224","11.6286618333","ville","Italie","incertain",,,,"BnF - département des Monnaies, médailles et antiques","1922","Paris",,"France","48.833754","2.376141","batiment","http://agorha.inha.fr/inhaprod/ark:/54721/003136601","1"
"85572","2","Amphore attique à figures noires",,,,,,,,,,,,"vase","vase","Amphore","terre cuite","43","43","Attique","Grèce","38.0519988333","23.8189911","région","2e moitié du 6e siècle avant J.C.",,,"Vulci","42.4192224","11.6286618333","ville","Italie","incertain",,,,"Château-Musée","1861","Boulogne-sur-mer",,"France","50.725681","1.617769","batiment","http://agorha.inha.fr/inhaprod/ark:/54721/00385572","1"
"136544","2","Amphore attique à figures noires",,,,,,,,,,,,"vase","vase","Amphore","terre cuite",,,"Attique","Grèce","38.0519988333","23.8189911","région","2e moitié du 6e siècle avant J.C.",,,"Vulci","42.4192224","11.6286618333","ville","Italie","incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003136544","0"
"136730","2","Amphore attique à figures noires avec Apollon",,,,,,,,,,,,"vase","vase","Amphore","terre cuite",,,"Attique","Grèce","38.0519988333","23.8189911","région","2e moitié du 6e siècle avant J.C.",,,"Vulci","42.4192224","11.6286618333","ville","Italie","incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003136730","0"
"136597","2","Amphore attique à figures noires avec Dionysos et une ménade",,,,,,,,,,,,"vase","vase","Amphore","terre cuite",,,"Attique","Grèce","38.0519988333","23.8189911","région","2e moitié du 6e siècle avant J.C.",,,"Vulci","42.4192224","11.6286618333","ville","Italie","incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003136597","0"
"140428","2","Amphore attique à figures rouges",,,,,,,,,,,,"vase","vase","Amphore","terre cuite",,,"Attique","Grèce","38.0519988333","23.8189911","région","5e siècle avant J.C.",,,"Nola","40.926823","14.524545","ville","Italie","incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003140428","0"
"140155","2","Amphore attique à figures rouges",,,,,,,,,,,,"vase","vase","Amphore","terre cuite","33,2","33,2","Attique","Grèce","38.0519988333","23.8189911","région","1ere moitié du 5e siècle avant J.C.","-480","-470","Nola","40.926823","14.524545","ville","Italie","incertain",,,,"Musée des Antiquités","1845","Rouen",,"France","49.44707","1.099298","batiment","http://agorha.inha.fr/inhaprod/ark:/54721/003140155","1"
"140434","2","Amphore pointue ornée d'une guirlande de fleurs",,,,,,,,,,,,"vase","vase","Amphore","terre cuite",,,,,,,,,,,"Vulci","42.4192224","11.6286618333","ville","Italie","incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003140434","0"
"134684","2","Amphoriskos",,,,,,,,,,,,"vase","vase","Amphoriskos","terre cuite",,,,,,,,,,,,,,,,"incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003134684","0"
"147224","2","Anse en bronze",,,,,,,,,,,,"vase","vase","Anse","métal",,,,,,,,,,,,,,,,"incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003147224","0"
"140754","2","Bouteille en verre - 1",,,,,,,,,,,,"vase","vase","Bouteille","verre",,,,,,,,,,,,,,,,"incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003140754","0"
"140755","2","Bouteille en verre - 2",,,,,,,,,,,,"vase","vase","Bouteille","verre",,,,,,,,,,,,,,,,"incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003140755","0"
"140756","2","Bouteille en verre - 3",,,,,,,,,,,,"vase","vase","Bouteille","verre",,,,,,,,,,,,,,,,"incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003140756","0"
"140757","2","Bouteille en verre - 4",,,,,,,,,,,,"vase","vase","Bouteille","verre",,,,,,,,,,,,,,,,"incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003140757","0"
"140758","2","Bouteille en verre - 5",,,,,,,,,,,,"vase","vase","Bouteille","verre",,,,,,,,,,,,,,,,"incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003140758","0"
"137023","2","Calice étrusque à décor de centaures",,,,,,,,,,,,"vase","vase","Calice","terre cuite",,,"Etrurie","Italie","42.4210287479","11.7527441248","région","7e siècle avant J.C.",,,,,,,,"incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003137023","0"
"136542","2","Canthare apulien à figures rouges",,,,,,,,,,,,"vase","vase","Canthare","terre cuite","27,5","27,5","Apulie","Italie","41.25","15.75","région","3e quart du 4e siècle avant J.C.",,,"Basilicate","40.478497","16.127751","région","Italie","incertain",,,,"Musée des Beaux-Arts","1842","Dijon",,"France","47.321439","5.042397","batiment","http://agorha.inha.fr/inhaprod/ark:/54721/003136542","1"
"137239","2","Canthare étrusque",,,,,,,,,,,,"vase","vase","Canthare","terre cuite",,,"Etrurie","Italie","42.4210287479","11.7527441248","région","7e siècle avant J.C.",,,,,,,,"incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003137239","0"
"137063","2","Canthare étrusque en bucchero",,,,,,,,,,,,"vase","vase","Canthare","terre cuite",,,"Etrurie","Italie","42.4210287479","11.7527441248","région","7e siècle avant J.C.",,,"Étrurie","42.4210287479","11.7527441248","région","Italie","incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003137063","0"
"136532","2","Canthare orné d'un Amour hermaphrodite 1",,,,,,,,,,,,"vase","vase","Canthare","terre cuite",,,,,,,,,,,"Basilicate","40.478497","16.127751","région","Italie","incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003136532","0"
"136200","2","Coupe à figures noires à décor de palmettes - 1",,,,,,,,,,,,"vase","vase","Coupe","terre cuite",,,,,,,,,,,"Grande Grèce","39.5232397778","16.71231","région","Italie","incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003136200","0"
"137020","2","Coupe à figures noires à décor de palmettes - 2",,,,,,,,,,,,"vase","vase","Coupe","terre cuite",,,,,,,,,,,"Grande Grèce","39.5232397778","16.71231","région","Italie","incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003137020","0"
"140158","2","Coupe à figures noires avec un cavalier, deux femmes et quatre éphèbes",,,,,,,,,,,,"vase","vase","Coupe","terre cuite",,,"Attique","Grèce","38.0519988333","23.8189911","région","6e siècle avant J.C.",,,"Vulci","42.4192224","11.6286618333","ville","Italie","incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003140158","0"
"140599","2","Coupe à figures rouges avec guerriers et satyres",,,,,,,,,,,,"vase","vase","Coupe",,,,"Attique","Grèce","38.0519988333","23.8189911","région","2e moitié du 6e siècle avant J.C.",,,"Vulci","42.4192224","11.6286618333","ville","Italie","incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003140599","0"
"140609","2","Coupe à figures rouges avec satyres et guerriers",,,,,,,,,,,,"vase","vase","Coupe","terre cuite",,,"Attique","Grèce","38.0519988333","23.8189911","région","2e moitié du 6e siècle avant J.C.",,,"Vulci","42.4192224","11.6286618333","ville","Italie","incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003140609","0"
"137603","2","Coupe à figures rouges avec scènes de symposium et femme à l'autel",,,,,,,,,,,,"vase","vase","Coupe","terre cuite",,,"Attique","Grèce","38.0519988333","23.8189911","région","2e moitié du 6e siècle avant J.C.",,,"Vulci","42.4192224","11.6286618333","ville","Italie","incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003137603","0"
"136596","2","Coupe à yeux à figures noires avec masques de Dionysos",,,,,,,,,,,,"vase","vase","Coupe","terre cuite",,,,,,,,"2e moitié du 6e siècle avant J.C.",,,"Vulci","42.4192224","11.6286618333","ville","Italie","incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003136596","0"
"140426","2","Coupe à yeux à figures rouges",,,,,,,,,,,,"vase","vase","Coupe","terre cuite",,,"Attique","Grèce","38.0519988333","23.8189911","région","4e quart du 6e siècle avant J.C.",,,"Vulci","42.4192224","11.6286618333","ville","Italie","incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003140426","0"
"140438","2","Coupe attique à figures noires",,,,,,,,,,,,"vase","vase","Coupe","terre cuite","9,5","9,5","Attique","Grèce","38.0519988333","23.8189911","région","4e quart du 6e siècle avant J.C.",,,"Vulci","42.4192224","11.6286618333","ville","Italie","incertain",,,,"Kustodie - Kunstsammlung der Universität Leipzig","1914","Leipzig",,"Allemagne","51.338711","12.379237","batiment","http://agorha.inha.fr/inhaprod/ark:/54721/003140438","1"
"136255","2","Coupe attique à figures noires : biche entre deux panthères",,,,,,,,,,,,"vase","vase","Coupe","terre cuite",,,"Attique","Grèce","38.0519988333","23.8189911","région","2e moitié du 6e siècle avant J.C.",,,"Vulci","42.4192224","11.6286618333","ville","Italie","incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003136255","0"
"136627","2","Coupe attique à figures noires avec Amazonomachie",,,,,,,,,,,,"vase","vase","Coupe","terre cuite",,,"Attique","Grèce","38.0519988333","23.8189911","région","6e siècle avant J.C.",,,"Vulci","42.4192224","11.6286618333","ville","Italie","incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003136627","0"
"137024","2","Coupe en bucchero",,,,,,,,,,,,"vase","vase","Coupe","terre cuite",,,"Etrurie","Italie","42.4210287479","11.7527441248","région","7e siècle avant J.C.",,,,,,,,"incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003137024","0"
"140790","2","Coupe et son couvercle",,,,,,,,,,,,"vase","vase","Coupe",,,,,,,,,,,,,,,,,"incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003140790","0"
"140792","2","Coupe - 1",,,,,,,,,,,,"vase","vase","Coupe",,,,,,,,,,,,,,,,,"incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003140792","0"
"136951","2","Couvercle de vase fracturé et vase en terre",,,,,,,,,,,,"vase","vase","Couvercle",,,,,,,,,,,,,,,,,"incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003136951","0"
